topic,paper_ID,text,section,label,position,section_position,citation,length
machine-translation,0,"In many cases , neural networks have been used to rescore translation hypotheses ( n- best lists ) ( see , e.g. , ) .",introduction,0,81,73,0,25
machine-translation,0,"Recently , however , there has been interest in training neural networks to score the translated sentence ( or phrase pairs ) using a representation of the source sentence as an additional input .",introduction,0,82,74,0,34
machine-translation,0,"see , e.g. , , and .",introduction,0,83,75,0,7
machine-translation,0,Scoring Phrase Pairs with RNN Encoder - Decoder,method,0,84,1,0,8
machine-translation,0,Here we propose to train the RNN Encoder - Decoder ( see Sec. 2.2 ) on a table of phrase pairs and use its scores as additional features in the loglinear model in Eq. ( 9 ) when tuning the SMT decoder .,method,0,85,2,0,43
machine-translation,0,"When we train the RNN Encoder - Decoder , we ignore the ( normalized ) frequencies of each phrase pair in the original corpora .",method,0,86,3,0,25
machine-translation,0,This measure was taken in order ( 1 ) to reduce the computational expense of randomly selecting phrase pairs from a large phrase table according to the normalized frequencies and ( 2 ) to ensure that the RNN Encoder - Decoder does not simply learn to rank the phrase pairs according to their numbers of occurrences .,method,0,87,4,0,57
machine-translation,0,One underlying reason for this choice was that the existing translation probability in the phrase table already reflects the frequencies of the phrase pairs in the original corpus .,method,0,88,5,0,29
machine-translation,0,"With a fixed capacity of the RNN Encoder - Decoder , we try to ensure that most of the capacity of the model is focused toward learning linguistic regularities , i.e. , distinguishing between plausible and implausible translations , or learning the "" manifold "" ( region of probability concentration ) of plausible translations .",method,0,89,6,0,55
machine-translation,0,"Once the RNN Encoder - Decoder is trained , we add a new score for each phrase pair to the existing phrase table .",method,0,90,7,0,24
machine-translation,0,This allows the new scores to enter into the existing tuning algorithm with minimal additional overhead in computation .,method,0,91,8,0,19
machine-translation,0,"As Schwenk pointed out in , it is possible to completely replace the existing phrase table with the proposed RNN Encoder - Decoder .",method,0,92,9,0,24
machine-translation,0,"In that case , for a given source phrase , the RNN Encoder - Decoder will need to generate a list of ( good ) target phrases .",method,0,93,10,0,28
machine-translation,0,"This requires , however , an expensive sampling procedure to be performed repeatedly .",method,0,94,11,0,14
machine-translation,0,"In this paper , thus , we only consider rescoring the phrase pairs in the phrase table .",method,0,95,12,0,18
machine-translation,0,Related Approaches : Neural Networks in Machine Translation,method,0,96,13,0,8
machine-translation,0,"Before presenting the empirical results , we discuss a number of recent works that have proposed to use neural networks in the context of SMT .",method,0,97,14,0,26
machine-translation,0,Schwenk in proposed a similar approach of scoring phrase pairs .,method,0,98,15,0,11
machine-translation,0,"Instead of the RNN - based neural network , he used a feedforward neural network that has fixed - size inputs ( 7 words in his case , with zero - padding for shorter phrases ) and fixed - size outputs ( 7 words in the target language ) .",method,0,99,16,0,50
machine-translation,0,"When it is used specifically for scoring phrases for the SMT system , the maximum phrase length is often chosen to be small .",method,0,100,17,0,24
machine-translation,0,"However , as the length of phrases increases or as we apply neural networks to other variable - length sequence data , it is important that the neural network can handle variable - length input and output .",method,0,101,18,0,38
machine-translation,0,The proposed RNN Encoder - Decoder is well - suited for these applications .,method,0,102,1,0,14
machine-translation,0,"Similar to , Devlin et al. proposed to use a feedforward neural network to model a translation model , however , by predicting one word in a target phrase at a time .",method,0,103,2,1,33
machine-translation,0,"They reported an impressive improvement , but their approach still requires the maximum length of the input phrase ( or context words ) to be fixed a priori .",method,0,104,3,0,29
machine-translation,0,"Although it is not exactly a neural network they train , the authors of proposed to learn a bilingual embedding of words / phrases .",method,0,105,4,0,25
machine-translation,0,They use the learned embedding to compute the distance between a pair of phrases which is used as an additional score of the phrase pair in an SMT system .,method,0,106,5,0,30
machine-translation,0,"In , a feedforward neural network was trained to learn a mapping from a bag - of - words representation of an input phrase to an output phrase .",method,0,107,6,0,29
machine-translation,0,"This is closely related to both the proposed RNN Encoder - Decoder and the model proposed in , except that their input representation of a phrase is a bag - of - words .",method,0,108,7,0,34
machine-translation,0,A similar approach of using bag - of - words representations was proposed in as well .,method,0,109,8,0,17
machine-translation,0,"Earlier , a similar encoder - decoder model using two recursive neural networks was proposed in ) , but their model was restricted to a monolingual setting , i.e. the model reconstructs an input sentence .",method,0,110,9,0,36
machine-translation,0,"More recently , another encoder - decoder model using an RNN was proposed in , where the decoder is conditioned on a representation of either a source sentence or a source context .",method,0,111,10,0,33
machine-translation,0,One important difference between the proposed RNN Encoder - Decoder and the approaches in and is that the order of the words in source and target phrases is taken into account .,method,0,112,11,0,32
machine-translation,0,"The RNN Encoder - Decoder naturally distinguishes between sequences that have the same words but in a different order , whereas the aforementioned approaches effectively ignore order information .",method,0,113,12,0,29
machine-translation,0,The closest approach related to the proposed RNN Encoder - Decoder is the Recurrent Continuous Translation Model ( Model 2 ) proposed in .,method,0,114,13,0,24
machine-translation,0,"In their paper , they proposed a similar model that consists of an encoder and decoder .",method,0,115,14,0,17
machine-translation,0,The difference with our model is that they used a convolutional n-gram model ( CGM ) for the encoder and the hybrid of an inverse CGM and a recurrent neural network for the decoder .,method,0,116,15,0,35
machine-translation,0,"They , however , evaluated their model on rescoring the n-best list proposed by the conventional SMT system and computing the perplexity of the gold standard translations .",method,0,117,16,0,28
machine-translation,0,experiments,experiment,0,118,1,0,1
machine-translation,0,We evaluate our approach on the English / French translation task of the WMT ' 14 workshop .,experiment,0,119,2,0,18
